sample_index,original_orientation,orientation,time_ms,calibrated_z_g,ideal_z_g,signed_error_g
3261,-Y,+X,456461,-0.015759037,0.0,-0.015759037
3262,-Y,+X,456541,-0.019694737,0.0,-0.019694737
3263,-Y,+X,456622,-0.026582213,0.0,-0.026582213
3264,-Y,+X,456701,-0.022646513,0.0,-0.022646513
3265,-Y,+X,456782,-0.022646513,0.0,-0.022646513
3266,-Y,+X,456861,-0.030517914,0.0,-0.030517914
3267,-Y,+X,456942,-0.026582213,0.0,-0.026582213
3268,-Y,+X,457021,-0.023630438,0.0,-0.023630438
3269,-Y,+X,457102,-0.024614363,0.0,-0.024614363
3270,-Y,+X,457181,-0.022646513,0.0,-0.022646513
3271,-Y,+X,457262,-0.014775112,0.0,-0.014775112
3272,-Y,+X,457341,-0.018710812,0.0,-0.018710812
3273,-Y,+X,457422,-0.023630438,0.0,-0.023630438
3274,-Y,+X,457501,-0.019694737,0.0,-0.019694737
3275,-Y,+X,457581,-0.030517914,0.0,-0.030517914
3276,-Y,+X,457661,-0.024614363,0.0,-0.024614363
3277,-Y,+X,457741,-0.024614363,0.0,-0.024614363
3278,-Y,+X,457821,-0.022646513,0.0,-0.022646513
3279,-Y,+X,457901,-0.016742962,0.0,-0.016742962
3280,-Y,+X,457982,-0.022646513,0.0,-0.022646513
3281,-Y,+X,458061,-0.024614363,0.0,-0.024614363
3282,-Y,+X,458142,-0.022646513,0.0,-0.022646513
3283,-Y,+X,458221,-0.019694737,0.0,-0.019694737
3284,-Y,+X,458302,-0.021662587,0.0,-0.021662587
3285,-Y,+X,458381,-0.023630438,0.0,-0.023630438
3286,-Y,+X,458462,-0.018710812,0.0,-0.018710812
3287,-Y,+X,458541,-0.024614363,0.0,-0.024614363
3288,-Y,+X,458622,-0.021662587,0.0,-0.021662587
3289,-Y,+X,458701,-0.022646513,0.0,-0.022646513
3290,-Y,+X,458782,-0.022646513,0.0,-0.022646513
3291,-Y,+X,458861,-0.023630438,0.0,-0.023630438
3292,-Y,+X,458941,-0.023630438,0.0,-0.023630438
3293,-Y,+X,459021,-0.016742962,0.0,-0.016742962
3294,-Y,+X,459101,-0.023630438,0.0,-0.023630438
3295,-Y,+X,459182,-0.021662587,0.0,-0.021662587
3296,-Y,+X,459261,-0.023630438,0.0,-0.023630438
3297,-Y,+X,459342,-0.016742962,0.0,-0.016742962
3298,-Y,+X,459421,-0.019694737,0.0,-0.019694737
3299,-Y,+X,459502,-0.019694737,0.0,-0.019694737
3300,-Y,+X,459581,-0.022646513,0.0,-0.022646513
3301,-Y,+X,459662,-0.024614363,0.0,-0.024614363
3302,-Y,+X,459741,-0.026582213,0.0,-0.026582213
3303,-Y,+X,459822,-0.026582213,0.0,-0.026582213
3304,-Y,+X,459901,-0.019694737,0.0,-0.019694737
3305,-Y,+X,459982,-0.022646513,0.0,-0.022646513
3306,-Y,+X,460061,-0.022646513,0.0,-0.022646513
3307,-Y,+X,460141,-0.019694737,0.0,-0.019694737
3308,-Y,+X,460221,-0.022646513,0.0,-0.022646513
3309,-Y,+X,460301,-0.024614363,0.0,-0.024614363
3310,-Y,+X,460382,-0.030517914,0.0,-0.030517914
3311,-Y,+X,460461,-0.022646513,0.0,-0.022646513
3312,-Y,+X,460542,-0.019694737,0.0,-0.019694737
3313,-Y,+X,460621,-0.022646513,0.0,-0.022646513
3314,-Y,+X,460702,-0.014775112,0.0,-0.014775112
3315,-Y,+X,460781,-0.014775112,0.0,-0.014775112
3316,-Y,+X,460862,-0.015759037,0.0,-0.015759037
3317,-Y,+X,460941,-0.015759037,0.0,-0.015759037
3318,-Y,+X,461022,-0.022646513,0.0,-0.022646513
3319,-Y,+X,461101,-0.022646513,0.0,-0.022646513
3320,-Y,+X,461182,-0.014775112,0.0,-0.014775112
3321,-Y,+X,461261,-0.019694737,0.0,-0.019694737
3322,-Y,+X,461341,-0.023630438,0.0,-0.023630438
3323,-Y,+X,461421,-0.023630438,0.0,-0.023630438
3324,-Y,+X,461501,-0.014775112,0.0,-0.014775112
3325,-Y,+X,461582,-0.026582213,0.0,-0.026582213
3326,-Y,+X,461661,-0.026582213,0.0,-0.026582213
3327,-Y,+X,461742,-0.023630438,0.0,-0.023630438
3328,-Y,+X,461821,-0.023630438,0.0,-0.023630438
3329,-Y,+X,461902,-0.026582213,0.0,-0.026582213
3330,-Y,+X,461981,-0.022646513,0.0,-0.022646513
3331,-Y,+X,462062,-0.023630438,0.0,-0.023630438
3332,-Y,+X,462141,-0.023630438,0.0,-0.023630438
3333,-Y,+X,462222,-0.018710812,0.0,-0.018710812
3334,-Y,+X,462301,-0.021662587,0.0,-0.021662587
3335,-Y,+X,462382,-0.021662587,0.0,-0.021662587
3336,-Y,+X,462461,-0.015759037,0.0,-0.015759037
3337,-Y,+X,462542,-0.016742962,0.0,-0.016742962
3338,-Y,+X,462621,-0.024614363,0.0,-0.024614363
3339,-Y,+X,462701,-0.019694737,0.0,-0.019694737
3340,-Y,+X,462781,-0.026582213,0.0,-0.026582213
3341,-Y,+X,462861,-0.026582213,0.0,-0.026582213
3342,-Y,+X,462942,-0.020678662,0.0,-0.020678662
3343,-Y,+X,463021,-0.029533988,0.0,-0.029533988
3344,-Y,+X,463102,-0.024614363,0.0,-0.024614363
3345,-Y,+X,463181,-0.026582213,0.0,-0.026582213
3346,-Y,+X,463262,-0.024614363,0.0,-0.024614363
3347,-Y,+X,463341,-0.021662587,0.0,-0.021662587
3348,-Y,+X,463422,-0.019694737,0.0,-0.019694737
3349,-Y,+X,463501,-0.024614363,0.0,-0.024614363
3350,-Y,+X,463582,-0.023630438,0.0,-0.023630438
3351,-Y,+X,463661,-0.018710812,0.0,-0.018710812
3352,-Y,+X,463742,-0.019694737,0.0,-0.019694737
3353,-Y,+X,463821,-0.019694737,0.0,-0.019694737
3354,-Y,+X,463901,-0.019694737,0.0,-0.019694737
3355,-Y,+X,463981,-0.026582213,0.0,-0.026582213
3356,-Y,+X,464061,-0.023630438,0.0,-0.023630438
3357,-Y,+X,464142,-0.023630438,0.0,-0.023630438
3358,-Y,+X,464221,-0.016742962,0.0,-0.016742962
3359,-Y,+X,464302,-0.021662587,0.0,-0.021662587
3360,-Y,+X,464381,-0.019694737,0.0,-0.019694737
3361,-Y,+X,464462,-0.022646513,0.0,-0.022646513
3362,-Y,+X,464541,-0.019694737,0.0,-0.019694737
3363,-Y,+X,464622,-0.026582213,0.0,-0.026582213
3364,-Y,+X,464701,-0.023630438,0.0,-0.023630438
3365,-Y,+X,464782,-0.013791186,0.0,-0.013791186
3366,-Y,+X,464861,-0.013791186,0.0,-0.013791186
3367,-Y,+X,464942,-0.029533988,0.0,-0.029533988
3368,-Y,+X,465021,-0.023630438,0.0,-0.023630438
3369,-Y,+X,465101,-0.023630438,0.0,-0.023630438
3370,-Y,+X,465181,-0.023630438,0.0,-0.023630438
3371,-Y,+X,465261,-0.022646513,0.0,-0.022646513
3372,-Y,+X,465342,-0.019694737,0.0,-0.019694737
3373,-Y,+X,465421,-0.021662587,0.0,-0.021662587
3374,-Y,+X,465502,-0.019694737,0.0,-0.019694737
3375,-Y,+X,465581,-0.018710812,0.0,-0.018710812
3376,-Y,+X,465662,-0.023630438,0.0,-0.023630438
3377,-Y,+X,465741,-0.015759037,0.0,-0.015759037
3378,-Y,+X,465822,-0.029533988,0.0,-0.029533988
3379,-Y,+X,465901,-0.029533988,0.0,-0.029533988
3380,-Y,+X,465982,-0.021662587,0.0,-0.021662587
3381,-Y,+X,466061,-0.019694737,0.0,-0.019694737
3382,-Y,+X,466142,-0.026582213,0.0,-0.026582213
3383,-Y,+X,466221,-0.023630438,0.0,-0.023630438
3384,-Y,+X,466302,-0.023630438,0.0,-0.023630438
3385,-Y,+X,466381,-0.027566138,0.0,-0.027566138
3386,-Y,+X,466461,-0.019694737,0.0,-0.019694737
3387,-Y,+X,466541,-0.019694737,0.0,-0.019694737
3388,-Y,+X,466621,-0.016742962,0.0,-0.016742962
3389,-Y,+X,466702,-0.022646513,0.0,-0.022646513
3390,-Y,+X,466781,-0.022646513,0.0,-0.022646513
3391,-Y,+X,466862,-0.024614363,0.0,-0.024614363
3392,-Y,+X,466941,-0.024614363,0.0,-0.024614363
3393,-Y,+X,467022,-0.027566138,0.0,-0.027566138
3394,-Y,+X,467101,-0.022646513,0.0,-0.022646513
3395,-Y,+X,467182,-0.019694737,0.0,-0.019694737
3396,-Y,+X,467261,-0.021662587,0.0,-0.021662587
3397,-Y,+X,467342,-0.014775112,0.0,-0.014775112
3398,-Y,+X,467421,-0.022646513,0.0,-0.022646513
3399,-Y,+X,467502,-0.023630438,0.0,-0.023630438
3400,-Y,+X,467581,-0.024614363,0.0,-0.024614363
3401,-Y,+X,467661,-0.015759037,0.0,-0.015759037
3402,-Y,+X,467741,-0.019694737,0.0,-0.019694737
3403,-Y,+X,467821,-0.019694737,0.0,-0.019694737
3404,-Y,+X,467902,-0.023630438,0.0,-0.023630438
3405,-Y,+X,467981,-0.023630438,0.0,-0.023630438
3406,-Y,+X,468062,-0.023630438,0.0,-0.023630438
3407,-Y,+X,468141,-0.024614363,0.0,-0.024614363
3408,-Y,+X,468222,-0.022646513,0.0,-0.022646513
3409,-Y,+X,468301,-0.018710812,0.0,-0.018710812
3410,-Y,+X,468382,-0.022646513,0.0,-0.022646513
3411,-Y,+X,468461,-0.023630438,0.0,-0.023630438
3412,-Y,+X,468542,-0.026582213,0.0,-0.026582213
3413,-Y,+X,468621,-0.019694737,0.0,-0.019694737
3414,-Y,+X,468702,-0.011823336,0.0,-0.011823336
3415,-Y,+X,468781,-0.016742962,0.0,-0.016742962
3416,-Y,+X,468861,-0.022646513,0.0,-0.022646513
3417,-Y,+X,468941,-0.022646513,0.0,-0.022646513
3418,-Y,+X,469021,-0.016742962,0.0,-0.016742962
3419,-Y,+X,469102,-0.019694737,0.0,-0.019694737
3420,-Y,+X,469181,-0.021662587,0.0,-0.021662587
3421,-Y,+X,469262,-0.019694737,0.0,-0.019694737
3422,-Y,+X,469341,-0.029533988,0.0,-0.029533988
3423,-Y,+X,469422,-0.021662587,0.0,-0.021662587
3424,-Y,+X,469501,-0.019694737,0.0,-0.019694737
3425,-Y,+X,469582,-0.021662587,0.0,-0.021662587
3426,-Y,+X,469661,-0.026582213,0.0,-0.026582213
3427,-Y,+X,469742,-0.019694737,0.0,-0.019694737
3428,-Y,+X,469821,-0.022646513,0.0,-0.022646513
3429,-Y,+X,469902,-0.024614363,0.0,-0.024614363
3430,-Y,+X,469981,-0.024614363,0.0,-0.024614363
3431,-Y,+X,470062,-0.023630438,0.0,-0.023630438
3432,-Y,+X,470141,-0.022646513,0.0,-0.022646513
3433,-Y,+X,470221,-0.014775112,0.0,-0.014775112
3434,-Y,+X,470302,-0.027566138,0.0,-0.027566138
3435,-Y,+X,470381,-0.024614363,0.0,-0.024614363
3436,-Y,+X,470462,-0.022646513,0.0,-0.022646513
3437,-Y,+X,470541,-0.021662587,0.0,-0.021662587
3438,-Y,+X,470622,-0.019694737,0.0,-0.019694737
3439,-Y,+X,470701,-0.024614363,0.0,-0.024614363
3440,-Y,+X,470782,-0.024614363,0.0,-0.024614363
3441,-Y,+X,470861,-0.026582213,0.0,-0.026582213
3442,-Y,+X,470942,-0.019694737,0.0,-0.019694737
3443,-Y,+X,471021,-0.019694737,0.0,-0.019694737
3444,-Y,+X,471102,-0.007887636,0.0,-0.007887636
3445,-Y,+X,471181,-0.026582213,0.0,-0.026582213
3446,-Y,+X,471262,-0.018710812,0.0,-0.018710812
3447,-Y,+X,471341,-0.021662587,0.0,-0.021662587
3448,-Y,+X,471421,-0.026582213,0.0,-0.026582213
3449,-Y,+X,471501,-0.016742962,0.0,-0.016742962
3450,-Y,+X,471581,-0.019694737,0.0,-0.019694737
3451,-Y,+X,471662,-0.029533988,0.0,-0.029533988
3452,-Y,+X,471741,-0.019694737,0.0,-0.019694737
3453,-Y,+X,471822,-0.023630438,0.0,-0.023630438
3454,-Y,+X,471901,-0.023630438,0.0,-0.023630438
3455,-Y,+X,471982,-0.016742962,0.0,-0.016742962
3456,-Y,+X,472061,-0.016742962,0.0,-0.016742962
3457,-Y,+X,472142,-0.018710812,0.0,-0.018710812
3458,-Y,+X,472221,-0.022646513,0.0,-0.022646513
3459,-Y,+X,472302,-0.023630438,0.0,-0.023630438
3460,-Y,+X,472381,-0.024614363,0.0,-0.024614363
3461,-Y,+X,472462,-0.022646513,0.0,-0.022646513
3462,-Y,+X,472541,-0.021662587,0.0,-0.021662587
3463,-Y,+X,472621,-0.023630438,0.0,-0.023630438
3464,-Y,+X,472701,-0.016742962,0.0,-0.016742962
3465,-Y,+X,472781,-0.019694737,0.0,-0.019694737
3466,-Y,+X,472862,-0.022646513,0.0,-0.022646513
3467,-Y,+X,472941,-0.018710812,0.0,-0.018710812
3468,-Y,+X,473022,-0.018710812,0.0,-0.018710812
3469,-Y,+X,473101,-0.011823336,0.0,-0.011823336
3470,-Y,+X,473182,-0.023630438,0.0,-0.023630438
3471,-Y,+X,473261,-0.022646513,0.0,-0.022646513
3472,-Y,+X,473342,-0.023630438,0.0,-0.023630438
3473,-Y,+X,473421,-0.024614363,0.0,-0.024614363
3474,-Y,+X,473502,-0.019694737,0.0,-0.019694737
3475,-Y,+X,473581,-0.022646513,0.0,-0.022646513
3476,-Y,+X,473662,-0.023630438,0.0,-0.023630438
3477,-Y,+X,473741,-0.022646513,0.0,-0.022646513
3478,-Y,+X,473821,-0.023630438,0.0,-0.023630438
3479,-Y,+X,473901,-0.022646513,0.0,-0.022646513
3480,-Y,+X,473981,-0.016742962,0.0,-0.016742962
3481,-Y,+X,474062,-0.016742962,0.0,-0.016742962
3482,-Y,+X,474141,-0.019694737,0.0,-0.019694737
3483,-Y,+X,474222,-0.014775112,0.0,-0.014775112
3484,-Y,+X,474301,-0.023630438,0.0,-0.023630438
3485,-Y,+X,474382,-0.019694737,0.0,-0.019694737
3486,-Y,+X,474461,-0.023630438,0.0,-0.023630438
3487,-Y,+X,474542,-0.023630438,0.0,-0.023630438
3488,-Y,+X,474621,-0.029533988,0.0,-0.029533988
3489,-Y,+X,474702,-0.018710812,0.0,-0.018710812
3490,-Y,+X,474781,-0.024614363,0.0,-0.024614363
3491,-Y,+X,474862,-0.026582213,0.0,-0.026582213
3492,-Y,+X,474941,-0.023630438,0.0,-0.023630438
3493,-Y,+X,475022,-0.021662587,0.0,-0.021662587
3494,-Y,+X,475101,-0.021662587,0.0,-0.021662587
3495,-Y,+X,475181,-0.019694737,0.0,-0.019694737
3496,-Y,+X,475261,-0.023630438,0.0,-0.023630438
3497,-Y,+X,475341,-0.024614363,0.0,-0.024614363
3498,-Y,+X,475422,-0.029533988,0.0,-0.029533988
3499,-Y,+X,475501,-0.023630438,0.0,-0.023630438
3500,-Y,+X,475582,-0.026582213,0.0,-0.026582213
3501,-Y,+X,475661,-0.026582213,0.0,-0.026582213
3502,-Y,+X,475742,-0.022646513,0.0,-0.022646513
3503,-Y,+X,475821,-0.022646513,0.0,-0.022646513
3504,-Y,+X,475902,-0.024614363,0.0,-0.024614363
3505,-Y,+X,475981,-0.021662587,0.0,-0.021662587
3506,-Y,+X,476062,-0.021662587,0.0,-0.021662587
3507,-Y,+X,476141,-0.021662587,0.0,-0.021662587
3508,-Y,+X,476222,-0.016742962,0.0,-0.016742962
3509,-Y,+X,476301,-0.023630438,0.0,-0.023630438
3510,-Y,+X,476381,-0.022646513,0.0,-0.022646513
3511,-Y,+X,476461,-0.022646513,0.0,-0.022646513
3512,-Y,+X,476541,-0.019694737,0.0,-0.019694737
3513,-Y,+X,476622,-0.018710812,0.0,-0.018710812
3514,-Y,+X,476701,-0.018710812,0.0,-0.018710812
3515,-Y,+X,476782,-0.022646513,0.0,-0.022646513
3516,-Y,+X,476861,-0.021662587,0.0,-0.021662587
3517,-Y,+X,476942,-0.023630438,0.0,-0.023630438
3518,-Y,+X,477021,-0.029533988,0.0,-0.029533988
3519,-Y,+X,477102,-0.023630438,0.0,-0.023630438
3520,-Y,+X,477181,-0.023630438,0.0,-0.023630438
3521,-Y,+X,477262,-0.026582213,0.0,-0.026582213
3522,-Y,+X,477341,-0.023630438,0.0,-0.023630438
3523,-Y,+X,477422,-0.019694737,0.0,-0.019694737
3524,-Y,+X,477501,-0.022646513,0.0,-0.022646513
3525,-Y,+X,477581,-0.019694737,0.0,-0.019694737
3526,-Y,+X,477661,-0.026582213,0.0,-0.026582213
3527,-Y,+X,477741,-0.021662587,0.0,-0.021662587
3528,-Y,+X,477822,-0.031501839,0.0,-0.031501839
3529,-Y,+X,477901,-0.023630438,0.0,-0.023630438
3530,-Y,+X,477982,-0.022646513,0.0,-0.022646513
3531,-Y,+X,478061,-0.024614363,0.0,-0.024614363
3532,-Y,+X,478142,-0.024614363,0.0,-0.024614363
3533,-Y,+X,478221,-0.013791186,0.0,-0.013791186
3534,-Y,+X,478302,-0.022646513,0.0,-0.022646513
3535,-Y,+X,478381,-0.021662587,0.0,-0.021662587
3536,-Y,+X,478462,-0.019694737,0.0,-0.019694737
3537,-Y,+X,478541,-0.026582213,0.0,-0.026582213
3538,-Y,+X,478622,-0.022646513,0.0,-0.022646513
3539,-Y,+X,478701,-0.022646513,0.0,-0.022646513
3540,-Y,+X,478782,-0.021662587,0.0,-0.021662587
3541,-Y,+X,478861,-0.014775112,0.0,-0.014775112
3542,-Y,+X,478941,-0.019694737,0.0,-0.019694737
3543,-Y,+X,479022,-0.012807261,0.0,-0.012807261
3544,-Y,+X,479101,-0.026582213,0.0,-0.026582213
3545,-Y,+X,479182,-0.026582213,0.0,-0.026582213
3546,-Y,+X,479261,-0.021662587,0.0,-0.021662587
3547,-Y,+X,479342,-0.022646513,0.0,-0.022646513
3548,-Y,+X,479421,-0.022646513,0.0,-0.022646513
3549,-Y,+X,479502,-0.019694737,0.0,-0.019694737
3550,-Y,+X,479581,-0.021662587,0.0,-0.021662587
3551,-Y,+X,479662,-0.029533988,0.0,-0.029533988
3552,-Y,+X,479741,-0.019694737,0.0,-0.019694737
3553,-Y,+X,479822,-0.023630438,0.0,-0.023630438
3554,-Y,+X,479901,-0.022646513,0.0,-0.022646513
3555,-Y,+X,479982,-0.016742962,0.0,-0.016742962
3556,-Y,+X,480061,-0.023630438,0.0,-0.023630438
3557,-Y,+X,480141,-0.021662587,0.0,-0.021662587
3558,-Y,+X,480221,-0.021662587,0.0,-0.021662587
3559,-Y,+X,480301,-0.030517914,0.0,-0.030517914
3560,-Y,+X,480382,-0.021662587,0.0,-0.021662587
3561,-Y,+X,480461,-0.022646513,0.0,-0.022646513
3562,-Y,+X,480542,-0.016742962,0.0,-0.016742962
3563,-Y,+X,480621,-0.023630438,0.0,-0.023630438
3564,-Y,+X,480702,-0.022646513,0.0,-0.022646513
3565,-Y,+X,480781,-0.025598288,0.0,-0.025598288
3566,-Y,+X,480862,-0.024614363,0.0,-0.024614363
3567,-Y,+X,480941,-0.027566138,0.0,-0.027566138
3568,-Y,+X,481022,-0.019694737,0.0,-0.019694737
3569,-Y,+X,481101,-0.023630438,0.0,-0.023630438
3570,-Y,+X,481182,-0.024614363,0.0,-0.024614363
3571,-Y,+X,481261,-0.024614363,0.0,-0.024614363
3572,-Y,+X,481341,-0.026582213,0.0,-0.026582213
3573,-Y,+X,481421,-0.019694737,0.0,-0.019694737
3574,-Y,+X,481501,-0.019694737,0.0,-0.019694737
3575,-Y,+X,481582,-0.023630438,0.0,-0.023630438
3576,-Y,+X,481661,-0.023630438,0.0,-0.023630438
3577,-Y,+X,481742,-0.022646513,0.0,-0.022646513
3578,-Y,+X,481821,-0.023630438,0.0,-0.023630438
3579,-Y,+X,481902,-0.026582213,0.0,-0.026582213
3580,-Y,+X,481981,-0.018710812,0.0,-0.018710812
3581,-Y,+X,482062,-0.025598288,0.0,-0.025598288
3582,-Y,+X,482141,-0.027566138,0.0,-0.027566138
3583,-Y,+X,482222,-0.027566138,0.0,-0.027566138
3584,-Y,+X,482301,-0.021662587,0.0,-0.021662587
3585,-Y,+X,482382,-0.023630438,0.0,-0.023630438
3586,-Y,+X,482461,-0.021662587,0.0,-0.021662587
3587,-Y,+X,482541,-0.021662587,0.0,-0.021662587
3588,-Y,+X,482621,-0.022646513,0.0,-0.022646513
3589,-Y,+X,482701,-0.023630438,0.0,-0.023630438
3590,-Y,+X,482782,-0.024614363,0.0,-0.024614363
3591,-Y,+X,482861,-0.023630438,0.0,-0.023630438
3592,-Y,+X,482942,-0.023630438,0.0,-0.023630438
3593,-Y,+X,483021,-0.024614363,0.0,-0.024614363
3594,-Y,+X,483102,-0.022646513,0.0,-0.022646513
3595,-Y,+X,483181,-0.026582213,0.0,-0.026582213
3596,-Y,+X,483262,-0.026582213,0.0,-0.026582213
3597,-Y,+X,483341,-0.010839411,0.0,-0.010839411
3598,-Y,+X,483422,-0.031501839,0.0,-0.031501839
3599,-Y,+X,483501,-0.022646513,0.0,-0.022646513
3600,-Y,+X,483582,-0.021662587,0.0,-0.021662587
3601,-Y,+X,483661,-0.021662587,0.0,-0.021662587
3602,-Y,+X,483742,-0.022646513,0.0,-0.022646513
3603,-Y,+X,483821,-0.019694737,0.0,-0.019694737
3604,-Y,+X,483901,-0.024614363,0.0,-0.024614363
3605,-Y,+X,483981,-0.023630438,0.0,-0.023630438
3606,-Y,+X,484061,-0.023630438,0.0,-0.023630438
3607,-Y,+X,484142,-0.023630438,0.0,-0.023630438
3608,-Y,+X,484221,-0.023630438,0.0,-0.023630438
3609,-Y,+X,484302,-0.023630438,0.0,-0.023630438
3610,-Y,+X,484381,-0.024614363,0.0,-0.024614363
3611,-Y,+X,484462,-0.024614363,0.0,-0.024614363
3612,-Y,+X,484541,-0.024614363,0.0,-0.024614363
3613,-Y,+X,484622,-0.014775112,0.0,-0.014775112
3614,-Y,+X,484701,-0.026582213,0.0,-0.026582213
3615,-Y,+X,484782,-0.024614363,0.0,-0.024614363
3616,-Y,+X,484861,-0.026582213,0.0,-0.026582213
3617,-Y,+X,484942,-0.019694737,0.0,-0.019694737
3618,-Y,+X,485021,-0.019694737,0.0,-0.019694737
3619,-Y,+X,485101,-0.023630438,0.0,-0.023630438
3620,-Y,+X,485181,-0.023630438,0.0,-0.023630438
3621,-Y,+X,485261,-0.023630438,0.0,-0.023630438
3622,-Y,+X,485342,-0.024614363,0.0,-0.024614363
3623,-Y,+X,485421,-0.021662587,0.0,-0.021662587
3624,-Y,+X,485502,-0.024614363,0.0,-0.024614363
3625,-Y,+X,485581,-0.026582213,0.0,-0.026582213
3626,-Y,+X,485662,-0.021662587,0.0,-0.021662587
3627,-Y,+X,485741,-0.023630438,0.0,-0.023630438
3628,-Y,+X,485822,-0.018710812,0.0,-0.018710812
3629,-Y,+X,485901,-0.014775112,0.0,-0.014775112
3630,-Y,+X,485982,-0.022646513,0.0,-0.022646513
3631,-Y,+X,486061,-0.016742962,0.0,-0.016742962
3632,-Y,+X,486142,-0.023630438,0.0,-0.023630438
3633,-Y,+X,486221,-0.019694737,0.0,-0.019694737
3634,-Y,+X,486301,-0.019694737,0.0,-0.019694737
3635,-Y,+X,486381,-0.021662587,0.0,-0.021662587
3636,-Y,+X,486461,-0.019694737,0.0,-0.019694737
3637,-Y,+X,486542,-0.021662587,0.0,-0.021662587
3638,-Y,+X,486621,-0.022646513,0.0,-0.022646513
3639,-Y,+X,486702,-0.021662587,0.0,-0.021662587
3640,-Y,+X,486781,-0.024614363,0.0,-0.024614363
3641,-Y,+X,486862,-0.023630438,0.0,-0.023630438
3642,-Y,+X,486941,-0.026582213,0.0,-0.026582213
3643,-Y,+X,487022,-0.023630438,0.0,-0.023630438
3644,-Y,+X,487101,-0.023630438,0.0,-0.023630438
3645,-Y,+X,487182,-0.021662587,0.0,-0.021662587
3646,-Y,+X,487261,-0.023630438,0.0,-0.023630438
3647,-Y,+X,487342,-0.023630438,0.0,-0.023630438
3648,-Y,+X,487421,-0.023630438,0.0,-0.023630438
3649,-Y,+X,487502,-0.021662587,0.0,-0.021662587
3650,-Y,+X,487581,-0.021662587,0.0,-0.021662587
3651,-Y,+X,487661,-0.018710812,0.0,-0.018710812
3652,-Y,+X,487742,-0.022646513,0.0,-0.022646513
3653,-Y,+X,487821,-0.015759037,0.0,-0.015759037
3654,-Y,+X,487902,-0.019694737,0.0,-0.019694737
3655,-Y,+X,487981,-0.024614363,0.0,-0.024614363
3656,-Y,+X,488062,-0.024614363,0.0,-0.024614363
3657,-Y,+X,488141,-0.024614363,0.0,-0.024614363
3658,-Y,+X,488222,-0.023630438,0.0,-0.023630438
3659,-Y,+X,488301,-0.023630438,0.0,-0.023630438
3660,-Y,+X,488382,-0.023630438,0.0,-0.023630438
3661,-Y,+X,488461,-0.019694737,0.0,-0.019694737
3662,-Y,+X,488542,-0.016742962,0.0,-0.016742962
3663,-Y,+X,488621,-0.014775112,0.0,-0.014775112
3664,-Y,+X,488702,-0.019694737,0.0,-0.019694737
3665,-Y,+X,488781,-0.021662587,0.0,-0.021662587
3666,-Y,+X,488861,-0.022646513,0.0,-0.022646513
3667,-Y,+X,488941,-0.019694737,0.0,-0.019694737
3668,-Y,+X,489021,-0.019694737,0.0,-0.019694737
3669,-Y,+X,489102,-0.027566138,0.0,-0.027566138
3670,-Y,+X,489181,-0.023630438,0.0,-0.023630438
3671,-Y,+X,489262,-0.023630438,0.0,-0.023630438
3672,-Y,+X,489341,-0.023630438,0.0,-0.023630438
3673,-Y,+X,489422,-0.023630438,0.0,-0.023630438
3674,-Y,+X,489501,-0.021662587,0.0,-0.021662587
3675,-Y,+X,489582,-0.023630438,0.0,-0.023630438
3676,-Y,+X,489661,-0.023630438,0.0,-0.023630438
3677,-Y,+X,489742,-0.024614363,0.0,-0.024614363
3678,-Y,+X,489821,-0.023630438,0.0,-0.023630438
3679,-Y,+X,489902,-0.023630438,0.0,-0.023630438
3680,-Y,+X,489981,-0.021662587,0.0,-0.021662587
3681,-Y,+X,490061,-0.019694737,0.0,-0.019694737
3682,-Y,+X,490141,-0.022646513,0.0,-0.022646513
3683,-Y,+X,490221,-0.022646513,0.0,-0.022646513
3684,-Y,+X,490302,-0.026582213,0.0,-0.026582213
3685,-Y,+X,490381,-0.026582213,0.0,-0.026582213
3686,-Y,+X,490462,-0.022646513,0.0,-0.022646513
3687,-Y,+X,490541,-0.022646513,0.0,-0.022646513
3688,-Y,+X,490622,-0.015759037,0.0,-0.015759037
3689,-Y,+X,490701,-0.021662587,0.0,-0.021662587
3690,-Y,+X,490782,-0.022646513,0.0,-0.022646513
3691,-Y,+X,490861,-0.018710812,0.0,-0.018710812
3692,-Y,+X,490942,-0.021662587,0.0,-0.021662587
3693,-Y,+X,491021,-0.027566138,0.0,-0.027566138
3694,-Y,+X,491102,-0.019694737,0.0,-0.019694737
3695,-Y,+X,491181,-0.023630438,0.0,-0.023630438
3696,-Y,+X,491261,-0.022646513,0.0,-0.022646513
3697,-Y,+X,491341,-0.015759037,0.0,-0.015759037
3698,-Y,+X,491421,-0.015759037,0.0,-0.015759037
3699,-Y,+X,491502,-0.022646513,0.0,-0.022646513
3700,-Y,+X,491581,-0.023630438,0.0,-0.023630438
3701,-Y,+X,491662,-0.019694737,0.0,-0.019694737
3702,-Y,+X,491741,-0.022646513,0.0,-0.022646513
3703,-Y,+X,491822,-0.022646513,0.0,-0.022646513
3704,-Y,+X,491901,-0.018710812,0.0,-0.018710812
3705,-Y,+X,491982,-0.024614363,0.0,-0.024614363
3706,-Y,+X,492061,-0.022646513,0.0,-0.022646513
3707,-Y,+X,492142,-0.021662587,0.0,-0.021662587
3708,-Y,+X,492221,-0.023630438,0.0,-0.023630438
3709,-Y,+X,492302,-0.026582213,0.0,-0.026582213
3710,-Y,+X,492381,-0.026582213,0.0,-0.026582213
