sample_index,original_orientation,orientation,time_ms,calibrated_z_g,ideal_z_g,signed_error_g
1524,-X,+Y,202927,-0.003951935,0.0,-0.003951935
1525,-X,+Y,203007,-0.000016235,0.0,-0.000016235
1526,-X,+Y,203088,-0.003951935,0.0,-0.003951935
1527,-X,+Y,203167,-0.005919786,0.0,-0.005919786
1528,-X,+Y,203248,-0.001000160,0.0,-0.001000160
1529,-X,+Y,203327,-0.003951935,0.0,-0.003951935
1530,-X,+Y,203408,-0.005919786,0.0,-0.005919786
1531,-X,+Y,203487,-0.000016235,0.0,-0.000016235
1532,-X,+Y,203568,-0.000016235,0.0,-0.000016235
1533,-X,+Y,203647,-0.000016235,0.0,-0.000016235
1534,-X,+Y,203727,-0.007887636,0.0,-0.007887636
1535,-X,+Y,203807,-0.000016235,0.0,-0.000016235
1536,-X,+Y,203887,-0.000016235,0.0,-0.000016235
1537,-X,+Y,203968,-0.007887636,0.0,-0.007887636
1538,-X,+Y,204047,-0.007887636,0.0,-0.007887636
1539,-X,+Y,204128,-0.003951935,0.0,-0.003951935
1540,-X,+Y,204207,-0.000016235,0.0,-0.000016235
1541,-X,+Y,204288,-0.011823336,0.0,-0.011823336
1542,-X,+Y,204367,0.004903391,0.0,0.004903391
1543,-X,+Y,204448,0.007855166,0.0,0.007855166
1544,-X,+Y,204527,-0.000016235,0.0,-0.000016235
1545,-X,+Y,204607,-0.007887636,0.0,-0.007887636
1546,-X,+Y,204687,-0.003951935,0.0,-0.003951935
1547,-X,+Y,204767,-0.003951935,0.0,-0.003951935
1548,-X,+Y,204848,-0.003951935,0.0,-0.003951935
1549,-X,+Y,204927,0.008839091,0.0,0.008839091
1550,-X,+Y,205008,-0.000016235,0.0,-0.000016235
1551,-X,+Y,205087,-0.000016235,0.0,-0.000016235
1552,-X,+Y,205168,-0.000016235,0.0,-0.000016235
1553,-X,+Y,205247,-0.001000160,0.0,-0.001000160
1554,-X,+Y,205328,0.004903391,0.0,0.004903391
1555,-X,+Y,205407,-0.000016235,0.0,-0.000016235
1556,-X,+Y,205488,-0.007887636,0.0,-0.007887636
1557,-X,+Y,205567,-0.000016235,0.0,-0.000016235
1558,-X,+Y,205647,-0.000016235,0.0,-0.000016235
1559,-X,+Y,205727,-0.004935860,0.0,-0.004935860
1560,-X,+Y,205807,-0.004935860,0.0,-0.004935860
1561,-X,+Y,205888,-0.003951935,0.0,-0.003951935
1562,-X,+Y,205967,-0.005919786,0.0,-0.005919786
1563,-X,+Y,206048,-0.007887636,0.0,-0.007887636
1564,-X,+Y,206127,-0.003951935,0.0,-0.003951935
1565,-X,+Y,206208,-0.000016235,0.0,-0.000016235
1566,-X,+Y,206287,-0.003951935,0.0,-0.003951935
1567,-X,+Y,206368,-0.000016235,0.0,-0.000016235
1568,-X,+Y,206447,-0.001000160,0.0,-0.001000160
1569,-X,+Y,206527,-0.003951935,0.0,-0.003951935
1570,-X,+Y,206607,-0.000016235,0.0,-0.000016235
1571,-X,+Y,206687,-0.002968010,0.0,-0.002968010
1572,-X,+Y,206768,-0.003951935,0.0,-0.003951935
1573,-X,+Y,206847,-0.003951935,0.0,-0.003951935
1574,-X,+Y,206928,-0.006903711,0.0,-0.006903711
1575,-X,+Y,207007,-0.003951935,0.0,-0.003951935
1576,-X,+Y,207088,-0.003951935,0.0,-0.003951935
1577,-X,+Y,207167,0.004903391,0.0,0.004903391
1578,-X,+Y,207248,-0.007887636,0.0,-0.007887636
1579,-X,+Y,207327,-0.003951935,0.0,-0.003951935
1580,-X,+Y,207407,-0.003951935,0.0,-0.003951935
1581,-X,+Y,207487,-0.007887636,0.0,-0.007887636
1582,-X,+Y,207567,-0.007887636,0.0,-0.007887636
1583,-X,+Y,207648,-0.003951935,0.0,-0.003951935
1584,-X,+Y,207727,-0.000016235,0.0,-0.000016235
1585,-X,+Y,207808,-0.000016235,0.0,-0.000016235
1586,-X,+Y,207887,0.003919466,0.0,0.003919466
1587,-X,+Y,207968,-0.000016235,0.0,-0.000016235
1588,-X,+Y,208047,-0.003951935,0.0,-0.003951935
1589,-X,+Y,208128,-0.002968010,0.0,-0.002968010
1590,-X,+Y,208207,0.003919466,0.0,0.003919466
1591,-X,+Y,208288,0.007855166,0.0,0.007855166
1592,-X,+Y,208367,-0.003951935,0.0,-0.003951935
1593,-X,+Y,208447,-0.001000160,0.0,-0.001000160
1594,-X,+Y,208527,-0.006903711,0.0,-0.006903711
1595,-X,+Y,208607,-0.006903711,0.0,-0.006903711
1596,-X,+Y,208688,-0.007887636,0.0,-0.007887636
1597,-X,+Y,208767,-0.007887636,0.0,-0.007887636
1598,-X,+Y,208848,-0.008871561,0.0,-0.008871561
1599,-X,+Y,208927,-0.005919786,0.0,-0.005919786
1600,-X,+Y,209008,0.004903391,0.0,0.004903391
1601,-X,+Y,209087,-0.005919786,0.0,-0.005919786
1602,-X,+Y,209167,-0.003951935,0.0,-0.003951935
1603,-X,+Y,209247,-0.003951935,0.0,-0.003951935
1604,-X,+Y,209327,-0.007887636,0.0,-0.007887636
1605,-X,+Y,209408,-0.010839411,0.0,-0.010839411
1606,-X,+Y,209487,-0.001000160,0.0,-0.001000160
1607,-X,+Y,209568,-0.010839411,0.0,-0.010839411
1608,-X,+Y,209647,-0.003951935,0.0,-0.003951935
1609,-X,+Y,209728,-0.005919786,0.0,-0.005919786
1610,-X,+Y,209807,-0.005919786,0.0,-0.005919786
1611,-X,+Y,209888,-0.005919786,0.0,-0.005919786
1612,-X,+Y,209967,-0.008871561,0.0,-0.008871561
1613,-X,+Y,210047,-0.007887636,0.0,-0.007887636
1614,-X,+Y,210127,-0.003951935,0.0,-0.003951935
1615,-X,+Y,210207,-0.007887636,0.0,-0.007887636
1616,-X,+Y,210288,0.000967690,0.0,0.000967690
1617,-X,+Y,210367,-0.001000160,0.0,-0.001000160
1618,-X,+Y,210448,-0.007887636,0.0,-0.007887636
1619,-X,+Y,210527,-0.001000160,0.0,-0.001000160
1620,-X,+Y,210608,-0.007887636,0.0,-0.007887636
1621,-X,+Y,210687,0.001951615,0.0,0.001951615
1622,-X,+Y,210768,0.001951615,0.0,0.001951615
1623,-X,+Y,210847,-0.007887636,0.0,-0.007887636
1624,-X,+Y,210927,-0.002968010,0.0,-0.002968010
1625,-X,+Y,211007,-0.003951935,0.0,-0.003951935
1626,-X,+Y,211087,-0.001000160,0.0,-0.001000160
1627,-X,+Y,211168,-0.000016235,0.0,-0.000016235
1628,-X,+Y,211247,0.008839091,0.0,0.008839091
1629,-X,+Y,211328,-0.000016235,0.0,-0.000016235
1630,-X,+Y,211407,-0.003951935,0.0,-0.003951935
1631,-X,+Y,211488,0.001951615,0.0,0.001951615
1632,-X,+Y,211567,-0.000016235,0.0,-0.000016235
1633,-X,+Y,211648,-0.007887636,0.0,-0.007887636
1634,-X,+Y,211727,-0.007887636,0.0,-0.007887636
1635,-X,+Y,211807,-0.007887636,0.0,-0.007887636
1636,-X,+Y,211888,-0.003951935,0.0,-0.003951935
1637,-X,+Y,211967,-0.000016235,0.0,-0.000016235
1638,-X,+Y,212048,-0.003951935,0.0,-0.003951935
1639,-X,+Y,212127,-0.003951935,0.0,-0.003951935
1640,-X,+Y,212208,-0.005919786,0.0,-0.005919786
1641,-X,+Y,212287,0.004903391,0.0,0.004903391
1642,-X,+Y,212368,-0.001000160,0.0,-0.001000160
1643,-X,+Y,212447,-0.013791186,0.0,-0.013791186
1644,-X,+Y,212528,-0.006903711,0.0,-0.006903711
1645,-X,+Y,212607,0.000967690,0.0,0.000967690
1646,-X,+Y,212687,0.000967690,0.0,0.000967690
1647,-X,+Y,212768,-0.000016235,0.0,-0.000016235
1648,-X,+Y,212847,-0.001000160,0.0,-0.001000160
1649,-X,+Y,212928,0.004903391,0.0,0.004903391
1650,-X,+Y,213007,-0.005919786,0.0,-0.005919786
1651,-X,+Y,213088,-0.002968010,0.0,-0.002968010
1652,-X,+Y,213167,-0.003951935,0.0,-0.003951935
1653,-X,+Y,213248,-0.003951935,0.0,-0.003951935
1654,-X,+Y,213327,-0.003951935,0.0,-0.003951935
1655,-X,+Y,213408,-0.002968010,0.0,-0.002968010
1656,-X,+Y,213487,-0.003951935,0.0,-0.003951935
1657,-X,+Y,213568,-0.007887636,0.0,-0.007887636
1658,-X,+Y,213647,-0.002968010,0.0,-0.002968010
1659,-X,+Y,213727,-0.002968010,0.0,-0.002968010
1660,-X,+Y,213808,0.004903391,0.0,0.004903391
1661,-X,+Y,213887,-0.003951935,0.0,-0.003951935
1662,-X,+Y,213968,-0.007887636,0.0,-0.007887636
1663,-X,+Y,214047,-0.000016235,0.0,-0.000016235
1664,-X,+Y,214128,-0.007887636,0.0,-0.007887636
1665,-X,+Y,214207,-0.003951935,0.0,-0.003951935
1666,-X,+Y,214288,-0.007887636,0.0,-0.007887636
1667,-X,+Y,214367,-0.003951935,0.0,-0.003951935
1668,-X,+Y,214448,-0.001000160,0.0,-0.001000160
1669,-X,+Y,214527,-0.000016235,0.0,-0.000016235
1670,-X,+Y,214607,-0.010839411,0.0,-0.010839411
1671,-X,+Y,214688,-0.010839411,0.0,-0.010839411
1672,-X,+Y,214767,-0.003951935,0.0,-0.003951935
1673,-X,+Y,214848,-0.000016235,0.0,-0.000016235
1674,-X,+Y,214927,0.000967690,0.0,0.000967690
1675,-X,+Y,215008,-0.003951935,0.0,-0.003951935
1676,-X,+Y,215087,-0.002968010,0.0,-0.002968010
1677,-X,+Y,215168,-0.006903711,0.0,-0.006903711
1678,-X,+Y,215247,-0.003951935,0.0,-0.003951935
1679,-X,+Y,215327,-0.003951935,0.0,-0.003951935
1680,-X,+Y,215407,-0.006903711,0.0,-0.006903711
1681,-X,+Y,215487,-0.001000160,0.0,-0.001000160
1682,-X,+Y,215568,-0.000016235,0.0,-0.000016235
1683,-X,+Y,215647,-0.000016235,0.0,-0.000016235
1684,-X,+Y,215728,0.004903391,0.0,0.004903391
1685,-X,+Y,215807,-0.000016235,0.0,-0.000016235
1686,-X,+Y,215888,0.000967690,0.0,0.000967690
1687,-X,+Y,215967,-0.003951935,0.0,-0.003951935
1688,-X,+Y,216048,0.006871241,0.0,0.006871241
1689,-X,+Y,216127,-0.003951935,0.0,-0.003951935
1690,-X,+Y,216207,-0.006903711,0.0,-0.006903711
1691,-X,+Y,216288,-0.005919786,0.0,-0.005919786
1692,-X,+Y,216367,-0.005919786,0.0,-0.005919786
1693,-X,+Y,216448,-0.000016235,0.0,-0.000016235
1694,-X,+Y,216527,-0.007887636,0.0,-0.007887636
1695,-X,+Y,216608,-0.007887636,0.0,-0.007887636
1696,-X,+Y,216687,-0.007887636,0.0,-0.007887636
1697,-X,+Y,216768,-0.003951935,0.0,-0.003951935
1698,-X,+Y,216847,-0.003951935,0.0,-0.003951935
1699,-X,+Y,216928,-0.003951935,0.0,-0.003951935
1700,-X,+Y,217007,-0.005919786,0.0,-0.005919786
1701,-X,+Y,217087,-0.003951935,0.0,-0.003951935
1702,-X,+Y,217168,-0.001000160,0.0,-0.001000160
1703,-X,+Y,217247,0.004903391,0.0,0.004903391
1704,-X,+Y,217328,-0.000016235,0.0,-0.000016235
1705,-X,+Y,217407,-0.000016235,0.0,-0.000016235
1706,-X,+Y,217488,0.004903391,0.0,0.004903391
1707,-X,+Y,217567,0.008839091,0.0,0.008839091
1708,-X,+Y,217648,0.008839091,0.0,0.008839091
1709,-X,+Y,217727,-0.000016235,0.0,-0.000016235
1710,-X,+Y,217808,-0.007887636,0.0,-0.007887636
1711,-X,+Y,217887,-0.003951935,0.0,-0.003951935
1712,-X,+Y,217968,0.000967690,0.0,0.000967690
1713,-X,+Y,218047,-0.003951935,0.0,-0.003951935
1714,-X,+Y,218127,0.006871241,0.0,0.006871241
1715,-X,+Y,218208,0.004903391,0.0,0.004903391
1716,-X,+Y,218287,0.001951615,0.0,0.001951615
1717,-X,+Y,218368,-0.003951935,0.0,-0.003951935
1718,-X,+Y,218447,-0.003951935,0.0,-0.003951935
1719,-X,+Y,218528,-0.005919786,0.0,-0.005919786
1720,-X,+Y,218607,-0.005919786,0.0,-0.005919786
1721,-X,+Y,218688,-0.000016235,0.0,-0.000016235
1722,-X,+Y,218767,-0.003951935,0.0,-0.003951935
1723,-X,+Y,218847,-0.010839411,0.0,-0.010839411
1724,-X,+Y,218928,-0.007887636,0.0,-0.007887636
1725,-X,+Y,219007,-0.005919786,0.0,-0.005919786
1726,-X,+Y,219088,-0.001000160,0.0,-0.001000160
1727,-X,+Y,219167,-0.003951935,0.0,-0.003951935
1728,-X,+Y,219248,-0.003951935,0.0,-0.003951935
1729,-X,+Y,219327,-0.000016235,0.0,-0.000016235
1730,-X,+Y,219408,-0.001000160,0.0,-0.001000160
1731,-X,+Y,219487,-0.005919786,0.0,-0.005919786
1732,-X,+Y,219567,-0.005919786,0.0,-0.005919786
1733,-X,+Y,219648,-0.005919786,0.0,-0.005919786
1734,-X,+Y,219727,-0.000016235,0.0,-0.000016235
1735,-X,+Y,219808,-0.000016235,0.0,-0.000016235
1736,-X,+Y,219887,-0.007887636,0.0,-0.007887636
1737,-X,+Y,219968,0.009823016,0.0,0.009823016
1738,-X,+Y,220047,-0.003951935,0.0,-0.003951935
1739,-X,+Y,220128,-0.000016235,0.0,-0.000016235
1740,-X,+Y,220207,-0.003951935,0.0,-0.003951935
1741,-X,+Y,220287,-0.003951935,0.0,-0.003951935
1742,-X,+Y,220367,-0.001000160,0.0,-0.001000160
1743,-X,+Y,220447,-0.007887636,0.0,-0.007887636
1744,-X,+Y,220528,-0.007887636,0.0,-0.007887636
1745,-X,+Y,220607,-0.013791186,0.0,-0.013791186
1746,-X,+Y,220688,0.001951615,0.0,0.001951615
1747,-X,+Y,220767,-0.008871561,0.0,-0.008871561
1748,-X,+Y,220848,-0.010839411,0.0,-0.010839411
1749,-X,+Y,220927,-0.000016235,0.0,-0.000016235
1750,-X,+Y,221008,0.001951615,0.0,0.001951615
1751,-X,+Y,221087,-0.006903711,0.0,-0.006903711
1752,-X,+Y,221167,-0.005919786,0.0,-0.005919786
1753,-X,+Y,221248,-0.003951935,0.0,-0.003951935
1754,-X,+Y,221327,-0.001000160,0.0,-0.001000160
1755,-X,+Y,221408,-0.003951935,0.0,-0.003951935
1756,-X,+Y,221487,-0.008871561,0.0,-0.008871561
1757,-X,+Y,221568,-0.008871561,0.0,-0.008871561
1758,-X,+Y,221647,-0.000016235,0.0,-0.000016235
1759,-X,+Y,221728,-0.006903711,0.0,-0.006903711
1760,-X,+Y,221807,-0.006903711,0.0,-0.006903711
1761,-X,+Y,221887,-0.001000160,0.0,-0.001000160
1762,-X,+Y,221967,0.001951615,0.0,0.001951615
1763,-X,+Y,222047,-0.001000160,0.0,-0.001000160
1764,-X,+Y,222128,-0.015759037,0.0,-0.015759037
1765,-X,+Y,222207,-0.014775112,0.0,-0.014775112
1766,-X,+Y,222288,-0.002968010,0.0,-0.002968010
1767,-X,+Y,222367,-0.003951935,0.0,-0.003951935
1768,-X,+Y,222448,0.000967690,0.0,0.000967690
1769,-X,+Y,222527,0.000967690,0.0,0.000967690
1770,-X,+Y,222608,-0.000016235,0.0,-0.000016235
1771,-X,+Y,222687,-0.011823336,0.0,-0.011823336
1772,-X,+Y,222767,-0.000016235,0.0,-0.000016235
1773,-X,+Y,222847,-0.000016235,0.0,-0.000016235
1774,-X,+Y,222927,-0.000016235,0.0,-0.000016235
1775,-X,+Y,223008,-0.001000160,0.0,-0.001000160
1776,-X,+Y,223087,-0.001000160,0.0,-0.001000160
1777,-X,+Y,223168,-0.001000160,0.0,-0.001000160
1778,-X,+Y,223247,-0.006903711,0.0,-0.006903711
1779,-X,+Y,223328,-0.003951935,0.0,-0.003951935
1780,-X,+Y,223407,0.004903391,0.0,0.004903391
1781,-X,+Y,223488,0.004903391,0.0,0.004903391
1782,-X,+Y,223567,-0.003951935,0.0,-0.003951935
1783,-X,+Y,223648,-0.000016235,0.0,-0.000016235
1784,-X,+Y,223727,0.006871241,0.0,0.006871241
1785,-X,+Y,223807,-0.003951935,0.0,-0.003951935
1786,-X,+Y,223888,0.004903391,0.0,0.004903391
1787,-X,+Y,223967,-0.003951935,0.0,-0.003951935
1788,-X,+Y,224048,0.004903391,0.0,0.004903391
1789,-X,+Y,224127,-0.006903711,0.0,-0.006903711
1790,-X,+Y,224208,0.004903391,0.0,0.004903391
1791,-X,+Y,224287,-0.003951935,0.0,-0.003951935
1792,-X,+Y,224368,-0.000016235,0.0,-0.000016235
1793,-X,+Y,224447,-0.000016235,0.0,-0.000016235
1794,-X,+Y,224528,-0.004935860,0.0,-0.004935860
1795,-X,+Y,224607,-0.007887636,0.0,-0.007887636
1796,-X,+Y,224688,-0.003951935,0.0,-0.003951935
1797,-X,+Y,224767,-0.003951935,0.0,-0.003951935
1798,-X,+Y,224847,0.003919466,0.0,0.003919466
1799,-X,+Y,224928,-0.000016235,0.0,-0.000016235
1800,-X,+Y,225007,-0.002968010,0.0,-0.002968010
1801,-X,+Y,225088,-0.001000160,0.0,-0.001000160
1802,-X,+Y,225167,-0.003951935,0.0,-0.003951935
1803,-X,+Y,225248,-0.002968010,0.0,-0.002968010
1804,-X,+Y,225327,-0.007887636,0.0,-0.007887636
1805,-X,+Y,225408,-0.011823336,0.0,-0.011823336
1806,-X,+Y,225487,-0.011823336,0.0,-0.011823336
1807,-X,+Y,225567,-0.002968010,0.0,-0.002968010
1808,-X,+Y,225647,0.007855166,0.0,0.007855166
1809,-X,+Y,225727,-0.000016235,0.0,-0.000016235
1810,-X,+Y,225807,-0.003951935,0.0,-0.003951935
1811,-X,+Y,225887,0.000967690,0.0,0.000967690
1812,-X,+Y,225968,-0.007887636,0.0,-0.007887636
1813,-X,+Y,226047,-0.006903711,0.0,-0.006903711
1814,-X,+Y,226128,-0.000016235,0.0,-0.000016235
1815,-X,+Y,226207,0.004903391,0.0,0.004903391
1816,-X,+Y,226288,0.003919466,0.0,0.003919466
1817,-X,+Y,226367,-0.000016235,0.0,-0.000016235
1818,-X,+Y,226448,-0.000016235,0.0,-0.000016235
1819,-X,+Y,226527,-0.002968010,0.0,-0.002968010
1820,-X,+Y,226607,-0.007887636,0.0,-0.007887636
1821,-X,+Y,226687,-0.002968010,0.0,-0.002968010
1822,-X,+Y,226767,0.003919466,0.0,0.003919466
1823,-X,+Y,226848,-0.006903711,0.0,-0.006903711
1824,-X,+Y,226927,-0.010839411,0.0,-0.010839411
1825,-X,+Y,227008,-0.007887636,0.0,-0.007887636
1826,-X,+Y,227087,-0.003951935,0.0,-0.003951935
1827,-X,+Y,227168,-0.000016235,0.0,-0.000016235
1828,-X,+Y,227247,-0.007887636,0.0,-0.007887636
1829,-X,+Y,227328,-0.007887636,0.0,-0.007887636
1830,-X,+Y,227407,-0.007887636,0.0,-0.007887636
1831,-X,+Y,227488,-0.003951935,0.0,-0.003951935
1832,-X,+Y,227567,-0.002968010,0.0,-0.002968010
1833,-X,+Y,227647,-0.000016235,0.0,-0.000016235
1834,-X,+Y,227727,-0.001000160,0.0,-0.001000160
1835,-X,+Y,227807,-0.000016235,0.0,-0.000016235
1836,-X,+Y,227888,-0.008871561,0.0,-0.008871561
1837,-X,+Y,227967,-0.002968010,0.0,-0.002968010
1838,-X,+Y,228048,-0.005919786,0.0,-0.005919786
1839,-X,+Y,228127,0.000967690,0.0,0.000967690
1840,-X,+Y,228208,-0.003951935,0.0,-0.003951935
1841,-X,+Y,228287,-0.002968010,0.0,-0.002968010
1842,-X,+Y,228368,0.000967690,0.0,0.000967690
1843,-X,+Y,228447,0.000967690,0.0,0.000967690
1844,-X,+Y,228527,-0.000016235,0.0,-0.000016235
1845,-X,+Y,228607,-0.005919786,0.0,-0.005919786
1846,-X,+Y,228687,-0.005919786,0.0,-0.005919786
1847,-X,+Y,228768,-0.003951935,0.0,-0.003951935
1848,-X,+Y,228847,-0.000016235,0.0,-0.000016235
1849,-X,+Y,228928,-0.007887636,0.0,-0.007887636
1850,-X,+Y,229007,-0.007887636,0.0,-0.007887636
1851,-X,+Y,229088,-0.003951935,0.0,-0.003951935
1852,-X,+Y,229167,-0.007887636,0.0,-0.007887636
1853,-X,+Y,229248,-0.002968010,0.0,-0.002968010
1854,-X,+Y,229327,-0.001000160,0.0,-0.001000160
1855,-X,+Y,229407,-0.001000160,0.0,-0.001000160
1856,-X,+Y,229487,-0.003951935,0.0,-0.003951935
1857,-X,+Y,229567,-0.010839411,0.0,-0.010839411
1858,-X,+Y,229648,-0.008871561,0.0,-0.008871561
1859,-X,+Y,229727,-0.007887636,0.0,-0.007887636
1860,-X,+Y,229808,-0.006903711,0.0,-0.006903711
1861,-X,+Y,229887,-0.008871561,0.0,-0.008871561
1862,-X,+Y,229968,-0.008871561,0.0,-0.008871561
1863,-X,+Y,230047,-0.008871561,0.0,-0.008871561
1864,-X,+Y,230128,-0.010839411,0.0,-0.010839411
1865,-X,+Y,230207,-0.003951935,0.0,-0.003951935
1866,-X,+Y,230287,-0.003951935,0.0,-0.003951935
1867,-X,+Y,230368,-0.003951935,0.0,-0.003951935
1868,-X,+Y,230447,-0.007887636,0.0,-0.007887636
1869,-X,+Y,230528,-0.007887636,0.0,-0.007887636
1870,-X,+Y,230607,-0.006903711,0.0,-0.006903711
1871,-X,+Y,230688,-0.007887636,0.0,-0.007887636
1872,-X,+Y,230767,0.002935541,0.0,0.002935541
1873,-X,+Y,230848,-0.005919786,0.0,-0.005919786
1874,-X,+Y,230927,-0.007887636,0.0,-0.007887636
1875,-X,+Y,231008,-0.001000160,0.0,-0.001000160
1876,-X,+Y,231087,-0.007887636,0.0,-0.007887636
1877,-X,+Y,231167,-0.005919786,0.0,-0.005919786
1878,-X,+Y,231247,-0.007887636,0.0,-0.007887636
1879,-X,+Y,231327,-0.007887636,0.0,-0.007887636
1880,-X,+Y,231408,0.008839091,0.0,0.008839091
1881,-X,+Y,231487,-0.003951935,0.0,-0.003951935
1882,-X,+Y,231568,-0.005919786,0.0,-0.005919786
1883,-X,+Y,231647,-0.003951935,0.0,-0.003951935
1884,-X,+Y,231728,-0.010839411,0.0,-0.010839411
1885,-X,+Y,231807,-0.007887636,0.0,-0.007887636
1886,-X,+Y,231888,-0.003951935,0.0,-0.003951935
1887,-X,+Y,231967,-0.000016235,0.0,-0.000016235
1888,-X,+Y,232047,0.000967690,0.0,0.000967690
1889,-X,+Y,232127,-0.003951935,0.0,-0.003951935
1890,-X,+Y,232207,-0.003951935,0.0,-0.003951935
1891,-X,+Y,232288,-0.003951935,0.0,-0.003951935
1892,-X,+Y,232367,-0.003951935,0.0,-0.003951935
1893,-X,+Y,232448,-0.000016235,0.0,-0.000016235
1894,-X,+Y,232527,-0.008871561,0.0,-0.008871561
1895,-X,+Y,232608,-0.003951935,0.0,-0.003951935
1896,-X,+Y,232687,-0.002968010,0.0,-0.002968010
1897,-X,+Y,232768,-0.007887636,0.0,-0.007887636
1898,-X,+Y,232847,-0.007887636,0.0,-0.007887636
1899,-X,+Y,232927,-0.005919786,0.0,-0.005919786
1900,-X,+Y,233007,-0.002968010,0.0,-0.002968010
1901,-X,+Y,233087,-0.005919786,0.0,-0.005919786
1902,-X,+Y,233168,0.003919466,0.0,0.003919466
1903,-X,+Y,233247,-0.000016235,0.0,-0.000016235
1904,-X,+Y,233328,-0.000016235,0.0,-0.000016235
1905,-X,+Y,233407,-0.004935860,0.0,-0.004935860
1906,-X,+Y,233488,-0.001984085,0.0,-0.001984085
1907,-X,+Y,233567,-0.006903711,0.0,-0.006903711
1908,-X,+Y,233648,-0.002968010,0.0,-0.002968010
1909,-X,+Y,233727,-0.000016235,0.0,-0.000016235
1910,-X,+Y,233807,0.012774792,0.0,0.012774792
1911,-X,+Y,233887,-0.003951935,0.0,-0.003951935
1912,-X,+Y,233967,-0.003951935,0.0,-0.003951935
1913,-X,+Y,234048,-0.003951935,0.0,-0.003951935
1914,-X,+Y,234127,0.004903391,0.0,0.004903391
1915,-X,+Y,234208,-0.005919786,0.0,-0.005919786
1916,-X,+Y,234287,-0.005919786,0.0,-0.005919786
1917,-X,+Y,234368,0.000967690,0.0,0.000967690
1918,-X,+Y,234447,-0.001000160,0.0,-0.001000160
1919,-X,+Y,234528,0.000967690,0.0,0.000967690
1920,-X,+Y,234607,-0.011823336,0.0,-0.011823336
1921,-X,+Y,234688,-0.008871561,0.0,-0.008871561
1922,-X,+Y,234767,-0.001000160,0.0,-0.001000160
1923,-X,+Y,234848,-0.003951935,0.0,-0.003951935
1924,-X,+Y,234927,-0.010839411,0.0,-0.010839411
1925,-X,+Y,235007,-0.006903711,0.0,-0.006903711
1926,-X,+Y,235087,0.004903391,0.0,0.004903391
1927,-X,+Y,235167,-0.007887636,0.0,-0.007887636
1928,-X,+Y,235248,-0.007887636,0.0,-0.007887636
1929,-X,+Y,235327,-0.003951935,0.0,-0.003951935
1930,-X,+Y,235408,-0.000016235,0.0,-0.000016235
1931,-X,+Y,235487,-0.007887636,0.0,-0.007887636
1932,-X,+Y,235568,-0.000016235,0.0,-0.000016235
1933,-X,+Y,235647,-0.007887636,0.0,-0.007887636
1934,-X,+Y,235728,-0.003951935,0.0,-0.003951935
1935,-X,+Y,235807,-0.007887636,0.0,-0.007887636
1936,-X,+Y,235888,0.001951615,0.0,0.001951615
1937,-X,+Y,235967,-0.010839411,0.0,-0.010839411
1938,-X,+Y,236047,-0.003951935,0.0,-0.003951935
1939,-X,+Y,236128,0.004903391,0.0,0.004903391
1940,-X,+Y,236207,-0.000016235,0.0,-0.000016235
1941,-X,+Y,236288,-0.000016235,0.0,-0.000016235
1942,-X,+Y,236367,-0.003951935,0.0,-0.003951935
1943,-X,+Y,236448,-0.001000160,0.0,-0.001000160
1944,-X,+Y,236527,-0.000016235,0.0,-0.000016235
1945,-X,+Y,236608,-0.008871561,0.0,-0.008871561
1946,-X,+Y,236687,-0.000016235,0.0,-0.000016235
1947,-X,+Y,236767,-0.003951935,0.0,-0.003951935
1948,-X,+Y,236847,-0.007887636,0.0,-0.007887636
1949,-X,+Y,236927,-0.003951935,0.0,-0.003951935
1950,-X,+Y,237008,-0.007887636,0.0,-0.007887636
1951,-X,+Y,237087,-0.003951935,0.0,-0.003951935
1952,-X,+Y,237168,-0.000016235,0.0,-0.000016235
1953,-X,+Y,237247,-0.000016235,0.0,-0.000016235
1954,-X,+Y,237328,0.009823016,0.0,0.009823016
1955,-X,+Y,237407,-0.003951935,0.0,-0.003951935
1956,-X,+Y,237488,-0.002968010,0.0,-0.002968010
1957,-X,+Y,237567,-0.000016235,0.0,-0.000016235
1958,-X,+Y,237648,-0.003951935,0.0,-0.003951935
1959,-X,+Y,237727,-0.003951935,0.0,-0.003951935
1960,-X,+Y,237807,-0.000016235,0.0,-0.000016235
1961,-X,+Y,237888,-0.002968010,0.0,-0.002968010
1962,-X,+Y,237967,-0.001000160,0.0,-0.001000160
1963,-X,+Y,238048,-0.002968010,0.0,-0.002968010
1964,-X,+Y,238127,-0.000016235,0.0,-0.000016235
1965,-X,+Y,238208,-0.000016235,0.0,-0.000016235
1966,-X,+Y,238287,-0.007887636,0.0,-0.007887636
1967,-X,+Y,238368,-0.000016235,0.0,-0.000016235
1968,-X,+Y,238447,0.000967690,0.0,0.000967690
1969,-X,+Y,238528,0.000967690,0.0,0.000967690
1970,-X,+Y,238607,-0.006903711,0.0,-0.006903711
1971,-X,+Y,238687,-0.005919786,0.0,-0.005919786
1972,-X,+Y,238768,-0.003951935,0.0,-0.003951935
1973,-X,+Y,238847,-0.000016235,0.0,-0.000016235
1974,-X,+Y,238928,-0.000016235,0.0,-0.000016235
1975,-X,+Y,239007,-0.005919786,0.0,-0.005919786
1976,-X,+Y,239088,-0.003951935,0.0,-0.003951935
1977,-X,+Y,239167,-0.003951935,0.0,-0.003951935
