sample_index,original_orientation,orientation,time_ms,uncalibrated_y_g,ideal_y_g,signed_error_g
3208,-Y,+X,452221,-0.066000000,0.0,-0.066000000
3209,-Y,+X,452302,-0.073000000,0.0,-0.073000000
3210,-Y,+X,452381,-0.071000000,0.0,-0.071000000
3211,-Y,+X,452462,-0.071000000,0.0,-0.071000000
3212,-Y,+X,452541,-0.066000000,0.0,-0.066000000
3213,-Y,+X,452622,-0.065000000,0.0,-0.065000000
3214,-Y,+X,452701,-0.065000000,0.0,-0.065000000
3215,-Y,+X,452781,-0.066000000,0.0,-0.066000000
3216,-Y,+X,452861,-0.068000000,0.0,-0.068000000
3217,-Y,+X,452941,-0.064000000,0.0,-0.064000000
3218,-Y,+X,453022,-0.066000000,0.0,-0.066000000
3219,-Y,+X,453101,-0.064000000,0.0,-0.064000000
3220,-Y,+X,453182,-0.072000000,0.0,-0.072000000
3221,-Y,+X,453261,-0.065000000,0.0,-0.065000000
3222,-Y,+X,453342,-0.068000000,0.0,-0.068000000
3223,-Y,+X,453421,-0.068000000,0.0,-0.068000000
3224,-Y,+X,453502,-0.068000000,0.0,-0.068000000
3225,-Y,+X,453581,-0.072000000,0.0,-0.072000000
3226,-Y,+X,453662,-0.072000000,0.0,-0.072000000
3227,-Y,+X,453741,-0.072000000,0.0,-0.072000000
3228,-Y,+X,453822,-0.065000000,0.0,-0.065000000
3229,-Y,+X,453901,-0.073000000,0.0,-0.073000000
3230,-Y,+X,453981,-0.064000000,0.0,-0.064000000
3231,-Y,+X,454061,-0.068000000,0.0,-0.068000000
3232,-Y,+X,454141,-0.066000000,0.0,-0.066000000
3233,-Y,+X,454222,-0.068000000,0.0,-0.068000000
3234,-Y,+X,454301,-0.072000000,0.0,-0.072000000
3235,-Y,+X,454382,-0.064000000,0.0,-0.064000000
3236,-Y,+X,454461,-0.064000000,0.0,-0.064000000
3237,-Y,+X,454542,-0.071000000,0.0,-0.071000000
3238,-Y,+X,454621,-0.068000000,0.0,-0.068000000
3239,-Y,+X,454702,-0.068000000,0.0,-0.068000000
3240,-Y,+X,454781,-0.061000000,0.0,-0.061000000
3241,-Y,+X,454862,-0.064000000,0.0,-0.064000000
3242,-Y,+X,454941,-0.068000000,0.0,-0.068000000
3243,-Y,+X,455022,-0.061000000,0.0,-0.061000000
3244,-Y,+X,455101,-0.068000000,0.0,-0.068000000
3245,-Y,+X,455181,-0.066000000,0.0,-0.066000000
3246,-Y,+X,455261,-0.071000000,0.0,-0.071000000
3247,-Y,+X,455341,-0.071000000,0.0,-0.071000000
3248,-Y,+X,455422,-0.064000000,0.0,-0.064000000
3249,-Y,+X,455501,-0.072000000,0.0,-0.072000000
3250,-Y,+X,455582,-0.071000000,0.0,-0.071000000
3251,-Y,+X,455661,-0.066000000,0.0,-0.066000000
3252,-Y,+X,455742,-0.066000000,0.0,-0.066000000
3253,-Y,+X,455821,-0.066000000,0.0,-0.066000000
3254,-Y,+X,455902,-0.073000000,0.0,-0.073000000
3255,-Y,+X,455981,-0.071000000,0.0,-0.071000000
3256,-Y,+X,456062,-0.069000000,0.0,-0.069000000
3257,-Y,+X,456141,-0.068000000,0.0,-0.068000000
3258,-Y,+X,456222,-0.068000000,0.0,-0.068000000
3259,-Y,+X,456301,-0.069000000,0.0,-0.069000000
3260,-Y,+X,456382,-0.064000000,0.0,-0.064000000
3261,-Y,+X,456461,-0.065000000,0.0,-0.065000000
3262,-Y,+X,456541,-0.061000000,0.0,-0.061000000
3263,-Y,+X,456622,-0.064000000,0.0,-0.064000000
3264,-Y,+X,456701,-0.064000000,0.0,-0.064000000
3265,-Y,+X,456782,-0.064000000,0.0,-0.064000000
3266,-Y,+X,456861,-0.071000000,0.0,-0.071000000
3267,-Y,+X,456942,-0.066000000,0.0,-0.066000000
3268,-Y,+X,457021,-0.068000000,0.0,-0.068000000
3269,-Y,+X,457102,-0.068000000,0.0,-0.068000000
3270,-Y,+X,457181,-0.065000000,0.0,-0.065000000
3271,-Y,+X,457262,-0.064000000,0.0,-0.064000000
3272,-Y,+X,457341,-0.064000000,0.0,-0.064000000
3273,-Y,+X,457422,-0.068000000,0.0,-0.068000000
3274,-Y,+X,457501,-0.068000000,0.0,-0.068000000
3275,-Y,+X,457581,-0.065000000,0.0,-0.065000000
3276,-Y,+X,457661,-0.068000000,0.0,-0.068000000
3277,-Y,+X,457741,-0.068000000,0.0,-0.068000000
3278,-Y,+X,457821,-0.065000000,0.0,-0.065000000
3279,-Y,+X,457901,-0.073000000,0.0,-0.073000000
3280,-Y,+X,457982,-0.069000000,0.0,-0.069000000
3281,-Y,+X,458061,-0.068000000,0.0,-0.068000000
3282,-Y,+X,458142,-0.065000000,0.0,-0.065000000
3283,-Y,+X,458221,-0.068000000,0.0,-0.068000000
3284,-Y,+X,458302,-0.064000000,0.0,-0.064000000
3285,-Y,+X,458381,-0.069000000,0.0,-0.069000000
3286,-Y,+X,458462,-0.068000000,0.0,-0.068000000
3287,-Y,+X,458541,-0.068000000,0.0,-0.068000000
3288,-Y,+X,458622,-0.064000000,0.0,-0.064000000
3289,-Y,+X,458701,-0.071000000,0.0,-0.071000000
3290,-Y,+X,458782,-0.071000000,0.0,-0.071000000
3291,-Y,+X,458861,-0.071000000,0.0,-0.071000000
3292,-Y,+X,458941,-0.065000000,0.0,-0.065000000
3293,-Y,+X,459021,-0.063000000,0.0,-0.063000000
3294,-Y,+X,459101,-0.068000000,0.0,-0.068000000
3295,-Y,+X,459182,-0.066000000,0.0,-0.066000000
3296,-Y,+X,459261,-0.066000000,0.0,-0.066000000
3297,-Y,+X,459342,-0.071000000,0.0,-0.071000000
3298,-Y,+X,459421,-0.064000000,0.0,-0.064000000
3299,-Y,+X,459502,-0.071000000,0.0,-0.071000000
3300,-Y,+X,459581,-0.063000000,0.0,-0.063000000
3301,-Y,+X,459662,-0.065000000,0.0,-0.065000000
3302,-Y,+X,459741,-0.068000000,0.0,-0.068000000
3303,-Y,+X,459822,-0.068000000,0.0,-0.068000000
3304,-Y,+X,459901,-0.066000000,0.0,-0.066000000
3305,-Y,+X,459982,-0.060000000,0.0,-0.060000000
3306,-Y,+X,460061,-0.068000000,0.0,-0.068000000
3307,-Y,+X,460141,-0.066000000,0.0,-0.066000000
3308,-Y,+X,460221,-0.072000000,0.0,-0.072000000
3309,-Y,+X,460301,-0.066000000,0.0,-0.066000000
3310,-Y,+X,460382,-0.072000000,0.0,-0.072000000
3311,-Y,+X,460461,-0.069000000,0.0,-0.069000000
3312,-Y,+X,460542,-0.068000000,0.0,-0.068000000
3313,-Y,+X,460621,-0.065000000,0.0,-0.065000000
3314,-Y,+X,460702,-0.071000000,0.0,-0.071000000
3315,-Y,+X,460781,-0.071000000,0.0,-0.071000000
3316,-Y,+X,460862,-0.064000000,0.0,-0.064000000
3317,-Y,+X,460941,-0.068000000,0.0,-0.068000000
3318,-Y,+X,461022,-0.068000000,0.0,-0.068000000
3319,-Y,+X,461101,-0.072000000,0.0,-0.072000000
3320,-Y,+X,461182,-0.068000000,0.0,-0.068000000
3321,-Y,+X,461261,-0.072000000,0.0,-0.072000000
3322,-Y,+X,461341,-0.068000000,0.0,-0.068000000
3323,-Y,+X,461421,-0.068000000,0.0,-0.068000000
3324,-Y,+X,461501,-0.068000000,0.0,-0.068000000
3325,-Y,+X,461582,-0.072000000,0.0,-0.072000000
3326,-Y,+X,461661,-0.066000000,0.0,-0.066000000
3327,-Y,+X,461742,-0.068000000,0.0,-0.068000000
3328,-Y,+X,461821,-0.068000000,0.0,-0.068000000
3329,-Y,+X,461902,-0.068000000,0.0,-0.068000000
3330,-Y,+X,461981,-0.073000000,0.0,-0.073000000
3331,-Y,+X,462062,-0.068000000,0.0,-0.068000000
3332,-Y,+X,462141,-0.064000000,0.0,-0.064000000
3333,-Y,+X,462222,-0.064000000,0.0,-0.064000000
3334,-Y,+X,462301,-0.066000000,0.0,-0.066000000
3335,-Y,+X,462382,-0.068000000,0.0,-0.068000000
3336,-Y,+X,462461,-0.065000000,0.0,-0.065000000
3337,-Y,+X,462542,-0.064000000,0.0,-0.064000000
3338,-Y,+X,462621,-0.065000000,0.0,-0.065000000
3339,-Y,+X,462701,-0.064000000,0.0,-0.064000000
3340,-Y,+X,462781,-0.065000000,0.0,-0.065000000
3341,-Y,+X,462861,-0.065000000,0.0,-0.065000000
3342,-Y,+X,462942,-0.068000000,0.0,-0.068000000
3343,-Y,+X,463021,-0.068000000,0.0,-0.068000000
3344,-Y,+X,463102,-0.071000000,0.0,-0.071000000
3345,-Y,+X,463181,-0.071000000,0.0,-0.071000000
3346,-Y,+X,463262,-0.068000000,0.0,-0.068000000
3347,-Y,+X,463341,-0.071000000,0.0,-0.071000000
3348,-Y,+X,463422,-0.069000000,0.0,-0.069000000
3349,-Y,+X,463501,-0.064000000,0.0,-0.064000000
3350,-Y,+X,463582,-0.066000000,0.0,-0.066000000
3351,-Y,+X,463661,-0.065000000,0.0,-0.065000000
3352,-Y,+X,463742,-0.065000000,0.0,-0.065000000
3353,-Y,+X,463821,-0.064000000,0.0,-0.064000000
3354,-Y,+X,463901,-0.064000000,0.0,-0.064000000
3355,-Y,+X,463981,-0.065000000,0.0,-0.065000000
3356,-Y,+X,464061,-0.068000000,0.0,-0.068000000
3357,-Y,+X,464142,-0.066000000,0.0,-0.066000000
3358,-Y,+X,464221,-0.073000000,0.0,-0.073000000
3359,-Y,+X,464302,-0.068000000,0.0,-0.068000000
3360,-Y,+X,464381,-0.068000000,0.0,-0.068000000
3361,-Y,+X,464462,-0.065000000,0.0,-0.065000000
3362,-Y,+X,464541,-0.064000000,0.0,-0.064000000
3363,-Y,+X,464622,-0.068000000,0.0,-0.068000000
3364,-Y,+X,464701,-0.071000000,0.0,-0.071000000
3365,-Y,+X,464782,-0.065000000,0.0,-0.065000000
3366,-Y,+X,464861,-0.065000000,0.0,-0.065000000
3367,-Y,+X,464942,-0.071000000,0.0,-0.071000000
3368,-Y,+X,465021,-0.066000000,0.0,-0.066000000
3369,-Y,+X,465101,-0.071000000,0.0,-0.071000000
3370,-Y,+X,465181,-0.068000000,0.0,-0.068000000
3371,-Y,+X,465261,-0.066000000,0.0,-0.066000000
3372,-Y,+X,465342,-0.064000000,0.0,-0.064000000
3373,-Y,+X,465421,-0.064000000,0.0,-0.064000000
3374,-Y,+X,465502,-0.072000000,0.0,-0.072000000
3375,-Y,+X,465581,-0.068000000,0.0,-0.068000000
3376,-Y,+X,465662,-0.064000000,0.0,-0.064000000
3377,-Y,+X,465741,-0.071000000,0.0,-0.071000000
3378,-Y,+X,465822,-0.068000000,0.0,-0.068000000
3379,-Y,+X,465901,-0.068000000,0.0,-0.068000000
3380,-Y,+X,465982,-0.069000000,0.0,-0.069000000
3381,-Y,+X,466061,-0.064000000,0.0,-0.064000000
3382,-Y,+X,466142,-0.077000000,0.0,-0.077000000
3383,-Y,+X,466221,-0.069000000,0.0,-0.069000000
3384,-Y,+X,466302,-0.069000000,0.0,-0.069000000
3385,-Y,+X,466381,-0.066000000,0.0,-0.066000000
3386,-Y,+X,466461,-0.066000000,0.0,-0.066000000
3387,-Y,+X,466541,-0.060000000,0.0,-0.060000000
3388,-Y,+X,466621,-0.072000000,0.0,-0.072000000
3389,-Y,+X,466702,-0.066000000,0.0,-0.066000000
3390,-Y,+X,466781,-0.064000000,0.0,-0.064000000
3391,-Y,+X,466862,-0.065000000,0.0,-0.065000000
3392,-Y,+X,466941,-0.065000000,0.0,-0.065000000
3393,-Y,+X,467022,-0.061000000,0.0,-0.061000000
3394,-Y,+X,467101,-0.071000000,0.0,-0.071000000
3395,-Y,+X,467182,-0.068000000,0.0,-0.068000000
3396,-Y,+X,467261,-0.068000000,0.0,-0.068000000
3397,-Y,+X,467342,-0.066000000,0.0,-0.066000000
3398,-Y,+X,467421,-0.065000000,0.0,-0.065000000
3399,-Y,+X,467502,-0.065000000,0.0,-0.065000000
3400,-Y,+X,467581,-0.071000000,0.0,-0.071000000
3401,-Y,+X,467661,-0.068000000,0.0,-0.068000000
3402,-Y,+X,467741,-0.068000000,0.0,-0.068000000
3403,-Y,+X,467821,-0.071000000,0.0,-0.071000000
3404,-Y,+X,467902,-0.068000000,0.0,-0.068000000
3405,-Y,+X,467981,-0.068000000,0.0,-0.068000000
3406,-Y,+X,468062,-0.066000000,0.0,-0.066000000
3407,-Y,+X,468141,-0.069000000,0.0,-0.069000000
3408,-Y,+X,468222,-0.071000000,0.0,-0.071000000
3409,-Y,+X,468301,-0.066000000,0.0,-0.066000000
3410,-Y,+X,468382,-0.066000000,0.0,-0.066000000
3411,-Y,+X,468461,-0.068000000,0.0,-0.068000000
3412,-Y,+X,468542,-0.061000000,0.0,-0.061000000
3413,-Y,+X,468621,-0.072000000,0.0,-0.072000000
3414,-Y,+X,468702,-0.068000000,0.0,-0.068000000
3415,-Y,+X,468781,-0.066000000,0.0,-0.066000000
3416,-Y,+X,468861,-0.069000000,0.0,-0.069000000
3417,-Y,+X,468941,-0.069000000,0.0,-0.069000000
3418,-Y,+X,469021,-0.068000000,0.0,-0.068000000
3419,-Y,+X,469102,-0.068000000,0.0,-0.068000000
3420,-Y,+X,469181,-0.068000000,0.0,-0.068000000
3421,-Y,+X,469262,-0.068000000,0.0,-0.068000000
3422,-Y,+X,469341,-0.066000000,0.0,-0.066000000
3423,-Y,+X,469422,-0.068000000,0.0,-0.068000000
3424,-Y,+X,469501,-0.066000000,0.0,-0.066000000
3425,-Y,+X,469582,-0.068000000,0.0,-0.068000000
3426,-Y,+X,469661,-0.064000000,0.0,-0.064000000
3427,-Y,+X,469742,-0.068000000,0.0,-0.068000000
3428,-Y,+X,469821,-0.066000000,0.0,-0.066000000
3429,-Y,+X,469902,-0.069000000,0.0,-0.069000000
3430,-Y,+X,469981,-0.069000000,0.0,-0.069000000
3431,-Y,+X,470062,-0.068000000,0.0,-0.068000000
3432,-Y,+X,470141,-0.073000000,0.0,-0.073000000
3433,-Y,+X,470221,-0.064000000,0.0,-0.064000000
3434,-Y,+X,470302,-0.066000000,0.0,-0.066000000
3435,-Y,+X,470381,-0.069000000,0.0,-0.069000000
3436,-Y,+X,470462,-0.072000000,0.0,-0.072000000
3437,-Y,+X,470541,-0.064000000,0.0,-0.064000000
3438,-Y,+X,470622,-0.066000000,0.0,-0.066000000
3439,-Y,+X,470701,-0.065000000,0.0,-0.065000000
3440,-Y,+X,470782,-0.066000000,0.0,-0.066000000
3441,-Y,+X,470861,-0.072000000,0.0,-0.072000000
3442,-Y,+X,470942,-0.071000000,0.0,-0.071000000
3443,-Y,+X,471021,-0.071000000,0.0,-0.071000000
3444,-Y,+X,471102,-0.064000000,0.0,-0.064000000
3445,-Y,+X,471181,-0.068000000,0.0,-0.068000000
3446,-Y,+X,471262,-0.065000000,0.0,-0.065000000
3447,-Y,+X,471341,-0.068000000,0.0,-0.068000000
3448,-Y,+X,471421,-0.063000000,0.0,-0.063000000
3449,-Y,+X,471501,-0.069000000,0.0,-0.069000000
3450,-Y,+X,471581,-0.068000000,0.0,-0.068000000
3451,-Y,+X,471662,-0.066000000,0.0,-0.066000000
3452,-Y,+X,471741,-0.066000000,0.0,-0.066000000
3453,-Y,+X,471822,-0.065000000,0.0,-0.065000000
3454,-Y,+X,471901,-0.068000000,0.0,-0.068000000
3455,-Y,+X,471982,-0.065000000,0.0,-0.065000000
3456,-Y,+X,472061,-0.065000000,0.0,-0.065000000
3457,-Y,+X,472142,-0.065000000,0.0,-0.065000000
3458,-Y,+X,472221,-0.068000000,0.0,-0.068000000
3459,-Y,+X,472302,-0.068000000,0.0,-0.068000000
3460,-Y,+X,472381,-0.071000000,0.0,-0.071000000
3461,-Y,+X,472462,-0.065000000,0.0,-0.065000000
3462,-Y,+X,472541,-0.064000000,0.0,-0.064000000
3463,-Y,+X,472621,-0.072000000,0.0,-0.072000000
3464,-Y,+X,472701,-0.065000000,0.0,-0.065000000
3465,-Y,+X,472781,-0.066000000,0.0,-0.066000000
3466,-Y,+X,472862,-0.071000000,0.0,-0.071000000
3467,-Y,+X,472941,-0.066000000,0.0,-0.066000000
3468,-Y,+X,473022,-0.066000000,0.0,-0.066000000
3469,-Y,+X,473101,-0.066000000,0.0,-0.066000000
3470,-Y,+X,473182,-0.068000000,0.0,-0.068000000
3471,-Y,+X,473261,-0.072000000,0.0,-0.072000000
3472,-Y,+X,473342,-0.069000000,0.0,-0.069000000
3473,-Y,+X,473421,-0.068000000,0.0,-0.068000000
3474,-Y,+X,473502,-0.066000000,0.0,-0.066000000
3475,-Y,+X,473581,-0.064000000,0.0,-0.064000000
3476,-Y,+X,473662,-0.064000000,0.0,-0.064000000
3477,-Y,+X,473741,-0.068000000,0.0,-0.068000000
3478,-Y,+X,473821,-0.064000000,0.0,-0.064000000
3479,-Y,+X,473901,-0.060000000,0.0,-0.060000000
3480,-Y,+X,473981,-0.068000000,0.0,-0.068000000
3481,-Y,+X,474062,-0.068000000,0.0,-0.068000000
3482,-Y,+X,474141,-0.064000000,0.0,-0.064000000
3483,-Y,+X,474222,-0.064000000,0.0,-0.064000000
3484,-Y,+X,474301,-0.066000000,0.0,-0.066000000
3485,-Y,+X,474382,-0.064000000,0.0,-0.064000000
3486,-Y,+X,474461,-0.073000000,0.0,-0.073000000
3487,-Y,+X,474542,-0.065000000,0.0,-0.065000000
3488,-Y,+X,474621,-0.068000000,0.0,-0.068000000
3489,-Y,+X,474702,-0.068000000,0.0,-0.068000000
3490,-Y,+X,474781,-0.065000000,0.0,-0.065000000
3491,-Y,+X,474862,-0.066000000,0.0,-0.066000000
3492,-Y,+X,474941,-0.071000000,0.0,-0.071000000
3493,-Y,+X,475022,-0.073000000,0.0,-0.073000000
3494,-Y,+X,475101,-0.073000000,0.0,-0.073000000
3495,-Y,+X,475181,-0.064000000,0.0,-0.064000000
3496,-Y,+X,475261,-0.061000000,0.0,-0.061000000
3497,-Y,+X,475341,-0.069000000,0.0,-0.069000000
3498,-Y,+X,475422,-0.069000000,0.0,-0.069000000
3499,-Y,+X,475501,-0.064000000,0.0,-0.064000000
3500,-Y,+X,475582,-0.071000000,0.0,-0.071000000
3501,-Y,+X,475661,-0.069000000,0.0,-0.069000000
3502,-Y,+X,475742,-0.065000000,0.0,-0.065000000
3503,-Y,+X,475821,-0.071000000,0.0,-0.071000000
3504,-Y,+X,475902,-0.066000000,0.0,-0.066000000
3505,-Y,+X,475981,-0.077000000,0.0,-0.077000000
3506,-Y,+X,476062,-0.072000000,0.0,-0.072000000
3507,-Y,+X,476141,-0.072000000,0.0,-0.072000000
3508,-Y,+X,476222,-0.066000000,0.0,-0.066000000
3509,-Y,+X,476301,-0.065000000,0.0,-0.065000000
3510,-Y,+X,476381,-0.073000000,0.0,-0.073000000
3511,-Y,+X,476461,-0.065000000,0.0,-0.065000000
3512,-Y,+X,476541,-0.064000000,0.0,-0.064000000
3513,-Y,+X,476622,-0.064000000,0.0,-0.064000000
3514,-Y,+X,476701,-0.068000000,0.0,-0.068000000
3515,-Y,+X,476782,-0.068000000,0.0,-0.068000000
3516,-Y,+X,476861,-0.068000000,0.0,-0.068000000
3517,-Y,+X,476942,-0.068000000,0.0,-0.068000000
3518,-Y,+X,477021,-0.068000000,0.0,-0.068000000
3519,-Y,+X,477102,-0.068000000,0.0,-0.068000000
3520,-Y,+X,477181,-0.068000000,0.0,-0.068000000
3521,-Y,+X,477262,-0.068000000,0.0,-0.068000000
3522,-Y,+X,477341,-0.068000000,0.0,-0.068000000
3523,-Y,+X,477422,-0.068000000,0.0,-0.068000000
3524,-Y,+X,477501,-0.066000000,0.0,-0.066000000
3525,-Y,+X,477581,-0.064000000,0.0,-0.064000000
3526,-Y,+X,477661,-0.072000000,0.0,-0.072000000
3527,-Y,+X,477741,-0.065000000,0.0,-0.065000000
3528,-Y,+X,477822,-0.071000000,0.0,-0.071000000
3529,-Y,+X,477901,-0.065000000,0.0,-0.065000000
3530,-Y,+X,477982,-0.056000000,0.0,-0.056000000
3531,-Y,+X,478061,-0.073000000,0.0,-0.073000000
3532,-Y,+X,478142,-0.073000000,0.0,-0.073000000
3533,-Y,+X,478221,-0.068000000,0.0,-0.068000000
3534,-Y,+X,478302,-0.068000000,0.0,-0.068000000
3535,-Y,+X,478381,-0.072000000,0.0,-0.072000000
3536,-Y,+X,478462,-0.066000000,0.0,-0.066000000
3537,-Y,+X,478541,-0.066000000,0.0,-0.066000000
3538,-Y,+X,478622,-0.068000000,0.0,-0.068000000
3539,-Y,+X,478701,-0.065000000,0.0,-0.065000000
3540,-Y,+X,478782,-0.066000000,0.0,-0.066000000
3541,-Y,+X,478861,-0.065000000,0.0,-0.065000000
3542,-Y,+X,478941,-0.071000000,0.0,-0.071000000
3543,-Y,+X,479022,-0.064000000,0.0,-0.064000000
3544,-Y,+X,479101,-0.068000000,0.0,-0.068000000
3545,-Y,+X,479182,-0.068000000,0.0,-0.068000000
3546,-Y,+X,479261,-0.068000000,0.0,-0.068000000
3547,-Y,+X,479342,-0.071000000,0.0,-0.071000000
3548,-Y,+X,479421,-0.069000000,0.0,-0.069000000
3549,-Y,+X,479502,-0.071000000,0.0,-0.071000000
3550,-Y,+X,479581,-0.069000000,0.0,-0.069000000
3551,-Y,+X,479662,-0.066000000,0.0,-0.066000000
3552,-Y,+X,479741,-0.066000000,0.0,-0.066000000
3553,-Y,+X,479822,-0.066000000,0.0,-0.066000000
3554,-Y,+X,479901,-0.068000000,0.0,-0.068000000
3555,-Y,+X,479982,-0.068000000,0.0,-0.068000000
3556,-Y,+X,480061,-0.068000000,0.0,-0.068000000
3557,-Y,+X,480141,-0.068000000,0.0,-0.068000000
3558,-Y,+X,480221,-0.068000000,0.0,-0.068000000
3559,-Y,+X,480301,-0.068000000,0.0,-0.068000000
3560,-Y,+X,480382,-0.065000000,0.0,-0.065000000
3561,-Y,+X,480461,-0.065000000,0.0,-0.065000000
3562,-Y,+X,480542,-0.068000000,0.0,-0.068000000
3563,-Y,+X,480621,-0.068000000,0.0,-0.068000000
3564,-Y,+X,480702,-0.069000000,0.0,-0.069000000
3565,-Y,+X,480781,-0.072000000,0.0,-0.072000000
3566,-Y,+X,480862,-0.069000000,0.0,-0.069000000
3567,-Y,+X,480941,-0.073000000,0.0,-0.073000000
3568,-Y,+X,481022,-0.064000000,0.0,-0.064000000
3569,-Y,+X,481101,-0.064000000,0.0,-0.064000000
3570,-Y,+X,481182,-0.066000000,0.0,-0.066000000
3571,-Y,+X,481261,-0.066000000,0.0,-0.066000000
3572,-Y,+X,481341,-0.069000000,0.0,-0.069000000
3573,-Y,+X,481421,-0.077000000,0.0,-0.077000000
3574,-Y,+X,481501,-0.064000000,0.0,-0.064000000
3575,-Y,+X,481582,-0.066000000,0.0,-0.066000000
3576,-Y,+X,481661,-0.072000000,0.0,-0.072000000
3577,-Y,+X,481742,-0.072000000,0.0,-0.072000000
3578,-Y,+X,481821,-0.077000000,0.0,-0.077000000
3579,-Y,+X,481902,-0.072000000,0.0,-0.072000000
3580,-Y,+X,481981,-0.072000000,0.0,-0.072000000
3581,-Y,+X,482062,-0.068000000,0.0,-0.068000000
3582,-Y,+X,482141,-0.064000000,0.0,-0.064000000
3583,-Y,+X,482222,-0.064000000,0.0,-0.064000000
3584,-Y,+X,482301,-0.065000000,0.0,-0.065000000
3585,-Y,+X,482382,-0.071000000,0.0,-0.071000000
3586,-Y,+X,482461,-0.072000000,0.0,-0.072000000
3587,-Y,+X,482541,-0.068000000,0.0,-0.068000000
3588,-Y,+X,482621,-0.068000000,0.0,-0.068000000
3589,-Y,+X,482701,-0.068000000,0.0,-0.068000000
3590,-Y,+X,482782,-0.068000000,0.0,-0.068000000
3591,-Y,+X,482861,-0.072000000,0.0,-0.072000000
3592,-Y,+X,482942,-0.066000000,0.0,-0.066000000
3593,-Y,+X,483021,-0.065000000,0.0,-0.065000000
3594,-Y,+X,483102,-0.068000000,0.0,-0.068000000
3595,-Y,+X,483181,-0.071000000,0.0,-0.071000000
3596,-Y,+X,483262,-0.071000000,0.0,-0.071000000
3597,-Y,+X,483341,-0.068000000,0.0,-0.068000000
3598,-Y,+X,483422,-0.069000000,0.0,-0.069000000
3599,-Y,+X,483501,-0.071000000,0.0,-0.071000000
3600,-Y,+X,483582,-0.071000000,0.0,-0.071000000
3601,-Y,+X,483661,-0.063000000,0.0,-0.063000000
3602,-Y,+X,483742,-0.068000000,0.0,-0.068000000
3603,-Y,+X,483821,-0.068000000,0.0,-0.068000000
3604,-Y,+X,483901,-0.069000000,0.0,-0.069000000
3605,-Y,+X,483981,-0.071000000,0.0,-0.071000000
3606,-Y,+X,484061,-0.066000000,0.0,-0.066000000
3607,-Y,+X,484142,-0.069000000,0.0,-0.069000000
3608,-Y,+X,484221,-0.072000000,0.0,-0.072000000
3609,-Y,+X,484302,-0.072000000,0.0,-0.072000000
3610,-Y,+X,484381,-0.068000000,0.0,-0.068000000
3611,-Y,+X,484462,-0.065000000,0.0,-0.065000000
3612,-Y,+X,484541,-0.072000000,0.0,-0.072000000
3613,-Y,+X,484622,-0.071000000,0.0,-0.071000000
3614,-Y,+X,484701,-0.068000000,0.0,-0.068000000
3615,-Y,+X,484782,-0.064000000,0.0,-0.064000000
3616,-Y,+X,484861,-0.063000000,0.0,-0.063000000
3617,-Y,+X,484942,-0.068000000,0.0,-0.068000000
3618,-Y,+X,485021,-0.068000000,0.0,-0.068000000
3619,-Y,+X,485101,-0.065000000,0.0,-0.065000000
3620,-Y,+X,485181,-0.066000000,0.0,-0.066000000
3621,-Y,+X,485261,-0.066000000,0.0,-0.066000000
3622,-Y,+X,485342,-0.073000000,0.0,-0.073000000
3623,-Y,+X,485421,-0.068000000,0.0,-0.068000000
3624,-Y,+X,485502,-0.068000000,0.0,-0.068000000
3625,-Y,+X,485581,-0.068000000,0.0,-0.068000000
3626,-Y,+X,485662,-0.068000000,0.0,-0.068000000
3627,-Y,+X,485741,-0.068000000,0.0,-0.068000000
3628,-Y,+X,485822,-0.077000000,0.0,-0.077000000
3629,-Y,+X,485901,-0.068000000,0.0,-0.068000000
3630,-Y,+X,485982,-0.072000000,0.0,-0.072000000
3631,-Y,+X,486061,-0.068000000,0.0,-0.068000000
3632,-Y,+X,486142,-0.066000000,0.0,-0.066000000
3633,-Y,+X,486221,-0.068000000,0.0,-0.068000000
3634,-Y,+X,486301,-0.068000000,0.0,-0.068000000
3635,-Y,+X,486381,-0.079000000,0.0,-0.079000000
3636,-Y,+X,486461,-0.066000000,0.0,-0.066000000
3637,-Y,+X,486542,-0.064000000,0.0,-0.064000000
3638,-Y,+X,486621,-0.068000000,0.0,-0.068000000
3639,-Y,+X,486702,-0.068000000,0.0,-0.068000000
3640,-Y,+X,486781,-0.073000000,0.0,-0.073000000
3641,-Y,+X,486862,-0.068000000,0.0,-0.068000000
3642,-Y,+X,486941,-0.065000000,0.0,-0.065000000
3643,-Y,+X,487022,-0.068000000,0.0,-0.068000000
3644,-Y,+X,487101,-0.068000000,0.0,-0.068000000
3645,-Y,+X,487182,-0.072000000,0.0,-0.072000000
3646,-Y,+X,487261,-0.068000000,0.0,-0.068000000
3647,-Y,+X,487342,-0.068000000,0.0,-0.068000000
3648,-Y,+X,487421,-0.061000000,0.0,-0.061000000
3649,-Y,+X,487502,-0.068000000,0.0,-0.068000000
3650,-Y,+X,487581,-0.068000000,0.0,-0.068000000
3651,-Y,+X,487661,-0.068000000,0.0,-0.068000000
3652,-Y,+X,487742,-0.066000000,0.0,-0.066000000
3653,-Y,+X,487821,-0.071000000,0.0,-0.071000000
3654,-Y,+X,487902,-0.068000000,0.0,-0.068000000
3655,-Y,+X,487981,-0.068000000,0.0,-0.068000000
3656,-Y,+X,488062,-0.064000000,0.0,-0.064000000
3657,-Y,+X,488141,-0.066000000,0.0,-0.066000000
